1,2325,93,1080,987
2,1314,46,885,839
3,9945,8,782,774
4,2385,24,635,611
5,2609,503,851,348
6,2603,211,543,332
7,5213,13,237,224
8,2886,8,230,222
9,5490,10,212,202
10,2501,51,233,182
11,2913,44,205,161
12,2022,113,262,149
13,2401,36,165,129
14,1304,85,212,127
15,2382,21,147,126
16,9940,10,131,121
17,3035,33,151,118
18,8059,0,118,118
19,3049,55,149,94
20,2311,79,170,91
21,1711,5,91,86
22,6183,0,80,80
23,8261,0,78,78
24,1336,0,67,67
25,6197,120,187,67
26,2349,37,98,61
27,1301,116,173,57
28,9116,11,67,56
29,2345,25,79,54
30,3231,8,60,52
