1,1444,1313,4103,2790
2,1313,525,2094,1569
3,1718,4599,6092,1493
4,2609,1655,3041,1386
5,2834,1290,2268,978
6,1902,906,1856,950
7,1103,79,1023,944
8,2845,129,990,861
9,5346,1418,2239,821
10,2324,358,1120,762
11,1312,1572,2165,593
12,3474,1090,1673,583
13,1229,603,1180,577
14,2325,930,1464,534
15,3231,114,630,516
16,1402,437,935,498
17,3519,561,1042,481
18,2204,887,1353,466
19,1301,154,606,452
20,2474,488,919,431
21,2017,139,552,413
22,2891,808,1216,408
23,8111,181,586,405
24,2547,520,908,388
25,2311,711,1071,360
26,9105,279,631,352
27,2449,304,651,347
28,2353,492,835,343
29,2913,553,895,342
30,3406,152,490,338
