1301.TW,臺塑,91.40,1.40,+1.56%,62209
2330.TW,台積電,62.00,-0.30,-0.48%,40185
2311.TW,日月光,26.00,0.00,0.00%,37355
2353.TW,宏碁,87.00,-0.70,-0.80%,37053
1326.TW,臺化,88.70,-0.10,-0.11%,32106
2317.TW,鴻海,116.00,-2.00,-1.69%,27406
2382.TW,廣達,55.00,-0.20,-0.36%,26337
3231.TW,緯創,62.30,2.20,+3.66%,19269
2105.TW,正新,71.40,-0.40,-0.56%,18923
2609.TW,陽明,22.80,1.10,+5.07%,18226
2324.TW,仁寶,38.50,0.05,+0.13%,18001
2384.TW,勝華,52.10,-0.20,-0.38%,14610
6116.TW,彩晶,6.10,-0.05,-0.81%,14571
4938.TW,和碩,41.45,-0.10,-0.24%,12391
2890.TW,永豐金,11.50,-0.05,-0.43%,12086
3481.TW,奇美電,41.95,0.15,+0.36%,11294
1303.TW,南亞,70.00,0.00,0.00%,10998
2347.TW,聯強,75.50,0.90,+1.21%,9525
1102.TW,亞泥,31.90,-0.35,-1.09%,8954
911609.TW,揚子江,22.80,-0.45,-1.94%,8557
2884.TW,玉山金,15.90,-0.10,-0.63%,8160
2337.TW,旺宏,19.20,-0.05,-0.26%,8110
2357.TW,華碩,240.00,1.00,+0.42%,8009
2014.TW,中鴻,13.40,-0.10,-0.74%,7622
2412.TW,中華電,71.30,-0.40,-0.56%,6849
3189.TW,景碩,83.10,-0.60,-0.72%,6678
3042.TW,晶技,56.80,0.30,+0.53%,6655
1722.TW,台肥,108.00,-1.00,-0.92%,5930
1444.TW,力麗,18.40,-0.25,-1.34%,5374
910322.TW,康師傅,39.80,-1.05,-2.57%,5354
2301.TW,光寶科,39.95,0.15,+0.38%,5344
9945.TW,潤泰新,51.30,1.10,+2.19%,5049
3045.TW,台灣大,67.80,0.50,+0.74%,4998
2888.TW,新光金,11.15,-0.15,-1.33%,4694
2880.TW,華南金,19.90,-0.25,-1.24%,4528
2356.TW,英業達,16.10,-0.10,-0.62%,4496
3576.TW,新日光,74.00,-1.10,-1.46%,4226
1710.TW,東聯,32.85,-1.20,-3.52%,4154
2618.TW,長榮航,31.90,0.10,+0.31%,4001
2360.TW,致茂,79.80,-2.60,-3.16%,3922
2345.TW,智邦,23.00,0.05,+0.22%,3902
3311.TW,閎暉,91.50,-1.30,-1.40%,3887
2103.TW,臺橡,57.30,0.80,+1.42%,3786
2883.TW,開發金,9.13,0.00,0.00%,3642
9904.TW,寶成,28.80,-0.25,-0.86%,3622
3034.TW,聯詠,91.00,0.40,+0.44%,3315
2204.TW,中華,24.95,-0.60,-2.35%,3271
8046.TW,南電,119.50,-2.00,-1.65%,3136
