1312.TW,國喬,17.95,0.05,+0.28%,61881
1409.TW,新纖,8183,53698,16.00,-0.45
1409.TW.TW,新纖,-2.74%,56798,4314,52484
3481.TW,奇美電,41.95,0.15,+0.36%,51133
1444.TW,力麗,8513,42619,18.40,-0.25
1444.TW.TW,力麗,-1.34%,44912,6153,38759
1402.TW,遠東新,46.60,-0.30,-0.64%,38144
1314.TW,中石化,2114,36029,26.70,-0.05
1314.TW.TW,中石化,-0.19%,33775,2524,31251
2409.TW,友達,30.75,0.00,0.00%,37328
2448.TW,晶電,8353,28975,97.40,-1.20
2448.TW.TW,晶電,-1.22%,32688,5483,27205
2311.TW,日月光,26.00,0.00,0.00%,29604
2892.TW,第一金,5816,23787,20.15,-0.40
2892.TW.TW,第一金,-1.95%,35213,12704,22508
1710.TW,東聯,32.85,-1.20,-3.52%,28951
2618.TW,長榮航,8609,20342,31.90,0.10
2618.TW.TW,長榮航,+0.31%,37627,17289,20338
1605.TW,華新,18.75,-0.15,-0.79%,25344
2885.TW,元大金,5846,19498,19.05,-0.10
2885.TW.TW,元大金,-0.52%,20198,2033,18165
3231.TW,緯創,62.30,2.20,+3.66%,20237
1905.TW,華紙,3041,17195,17.15,-0.50
1905.TW.TW,華紙,-2.83%,35853,19850,16003
1909.TW,榮成,13.10,-0.30,-2.24%,15243
1104.TW,環泥,84,15159,19.50,-0.80
1104.TW.TW,環泥,-3.94%,17040,2905,14135
2325.TW,矽品,32.40,-1.10,-3.28%,14813
5388.TW,中磊,1081,13731,28.70,0.00
5388.TW.TW,中磊,0.00%,17310,4016,13294
2834.TW,台企銀,10.30,-0.10,-0.96%,13773
3545.TW,旭曜,783,12989,64.60,-0.90
3545.TW.TW,旭曜,-1.37%,17173,4539,12634
3519.TW,綠能,88.00,-2.30,-2.55%,21369
3189.TW,景碩,8900,12469,83.10,-0.60
3189.TW.TW,景碩,-0.72%,17324,4862,12462
2473.TW,思源,41.40,-1.20,-2.82%,16721
911611.TW,中泰山,4287,12434,12.95,-0.25
911611.TW.TW,中泰山,-1.89%,12893,2050,10843
1308.TW,亞聚,34.50,-0.80,-2.27%,12504
1704.TW,榮化,1683,10821,64.00,-0.80
1704.TW.TW,榮化,-1.23%,15906,5438,10467
2801.TW,彰銀,20.35,-0.35,-1.69%,42952
2854.TW,寶來證,32504,10448,16.30,-0.05
2854.TW.TW,寶來證,-0.31%,10005,121,9884
1722.TW,台肥,108.00,-1.00,-0.92%,16085
4306.TW,炎洲,6532,9553,33.15,-0.70
4306.TW.TW,炎洲,-2.07%,9297,0,9297
3034.TW,聯詠,91.00,0.40,+0.44%,14620
1419.TW,新紡,5757,8862,39.35,-0.55
1419.TW.TW,新紡,-1.38%,10273,1802,8471
1455.TW,集盛,16.70,-0.45,-2.62%,8944
2204.TW,中華,475,8468,24.95,-0.60
2204.TW.TW,中華,-2.35%,20907,12540,8367
1504.TW,東元,19.40,-0.40,-2.02%,15743
3383.TW,新世紀,7471,8272,54.20,0.60
3383.TW.TW,新世紀,+1.12%,8887,920,7967
1560.TW,中砂,52.20,0.80,+1.56%,8784
1217.TW,愛之味,1001,7783,13.85,-0.25
1217.TW.TW,愛之味,-1.77%,17119,9660,7459
2474.TW,可成,83.00,0.90,+1.10%,12699
3062.TW,建漢,5380,7319,40.75,-0.05
3062.TW.TW,建漢,-0.12%,8534,1311,7223
1459.TW,聯發,16.45,0.00,0.00%,7822
1447.TW,力鵬,809,7013,16.50,-0.25
1447.TW.TW,力鵬,-1.49%,8782,2227,6555
5854.TW,合庫,22.05,-0.35,-1.56%,21009
1313.TW,聯成,14549,6459,23.40,-0.80
1313.TW.TW,聯成,-3.31%,18986,12753,6232
1457.TW,宜進,12.40,-0.35,-2.75%,6960
2481.TW,強茂,800,6160,37.45,0.05
2481.TW.TW,強茂,+0.13%,18918,13108,5809
1476.TW,儒鴻,40.00,-1.45,-3.50%,9985
6116.TW,彩晶,4313,5672,6.10,-0.05
6116.TW.TW,彩晶,-0.81%,5625,181,5444
