2820.TW,華票,9.07,0.01,+0.11%,7790
5854.TW,合庫,138,7652,22.05,-0.35
5854.TW.TW,合庫,-1.56%,10395,4740,5654
2609.TW,陽明,22.80,1.10,+5.07%,19877
2801.TW,彰銀,14371,5506,20.35,-0.35
2801.TW.TW,彰銀,-1.69%,15382,10163,5219
2303.TW,聯電,13.80,-0.05,-0.36%,13146
3037.TW,欣興,7974,5172,47.90,-0.65
3037.TW.TW,欣興,-1.34%,9324,4717,4607
2409.TW,友達,30.75,0.00,0.00%,23549
2834.TW,台企銀,19672,3877,10.30,-0.10
2834.TW.TW,台企銀,-0.96%,18700,14942,3757
2474.TW,可成,83.00,0.90,+1.10%,6671
1218.TW,泰山,3445,3226,19.00,0.00
1218.TW.TW,泰山,0.00%,3508,312,3196
6012.TW,金鼎證,12.15,-0.10,-0.82%,3153
1905.TW,華紙,0,3153,17.15,-0.50
1905.TW.TW,華紙,-2.83%,6364,3213,3151
1718.TW,中纖,14.55,-0.40,-2.68%,14325
2882.TW,國泰金,11295,3030,47.00,-0.40
2882.TW.TW,國泰金,-0.84%,6544,3540,3003
2317.TW,鴻海,116.00,-2.00,-1.69%,8967
1447.TW,力鵬,6038,2928,16.50,-0.25
1447.TW.TW,力鵬,-1.49%,7586,4715,2871
9907.TW,統一實,16.15,-0.10,-0.62%,6554
2330.TW,台積電,3782,2772,62.00,-0.30
2330.TW.TW,台積電,-0.48%,6497,4014,2483
2392.TW,正崴,63.40,-0.40,-0.63%,3743
3231.TW,緯創,1331,2411,62.30,2.20
3231.TW.TW,緯創,+3.66%,3787,1411,2376
2325.TW,矽品,32.40,-1.10,-3.28%,4238
2353.TW,宏碁,1910,2328,87.00,-0.70
2353.TW.TW,宏碁,-0.80%,7709,5465,2243
2889.TW,國票金,9.78,-0.02,-0.20%,2879
2382.TW,廣達,714,2164,55.00,-0.20
2382.TW.TW,廣達,-0.36%,3517,1401,2116
2880.TW,華南金,19.90,-0.25,-1.24%,3616
2315.TW,神達,1596,2019,13.70,-0.10
2315.TW.TW,神達,-0.72%,3542,1529,2012
1504.TW,東元,19.40,-0.40,-2.02%,8491
2105.TW,正新,6535,1956,71.40,-0.40
2105.TW.TW,正新,-0.56%,5468,3515,1953
2913.TW,農林,20.50,0.55,+2.76%,3017
2337.TW,旺宏,1120,1897,19.20,-0.05
2337.TW.TW,旺宏,-0.26%,4931,3162,1768
2891.TW,中信金,19.45,-0.45,-2.26%,11670
3035.TW,智原,9964,1705,58.70,-1.70
3035.TW.TW,智原,-2.81%,4600,2997,1603
1326.TW,臺化,88.70,-0.10,-0.11%,3279
2511.TW,太子,1706,1573,22.50,-0.30
2511.TW.TW,太子,-1.32%,4907,3353,1554
2376.TW,技嘉,29.35,-0.15,-0.51%,2494
2845.TW,遠東銀,1053,1441,13.70,-0.10
2845.TW.TW,遠東銀,-0.72%,1569,200,1369
2385.TW,群光,71.00,1.10,+1.57%,5579
2020.TW,美亞,4279,1300,26.15,-0.25
2020.TW.TW,美亞,-0.95%,1331,53,1278
2892.TW,第一金,20.15,-0.40,-1.95%,8526
8008.TW,建興,7275,1251,33.00,1.00
8008.TW.TW,建興,+3.13%,2549,1309,1239
1312.TW,國喬,17.95,0.05,+0.28%,13996
2883.TW,開發金,12757,1239,9.13,0.00
2883.TW.TW,開發金,0.00%,4339,3153,1186
1301.TW,臺塑,91.40,1.40,+1.56%,2442
2311.TW,日月光,1271,1171,26.00,0.00
2311.TW.TW,日月光,0.00%,8719,7564,1154
2384.TW,勝華,52.10,-0.20,-0.38%,17626
2017.TW,官田鋼,16489,1136,10.90,0.00
2017.TW.TW,官田鋼,0.00%,1201,100,1101
1416.TW,廣豐,13.90,0.15,+1.09%,1353
1210.TW,大成,255,1098,32.50,-0.35
1210.TW.TW,大成,-1.07%,3999,2918,1080
2823.TW,中壽,24.80,-0.05,-0.20%,3801
2103.TW,臺橡,2757,1043,57.30,0.80
2103.TW.TW,臺橡,+1.42%,2290,1281,1009
