1,2882,3914,32801,28887
2,3474,1787,14958,13171
3,2412,6576,19223,12647
4,2891,14896,25857,10961
5,2002,8069,17705,9636
6,2451,450,7252,6802
7,3037,5547,11922,6375
8,6008,5562,11652,6090
9,2823,685,5795,5110
10,2325,18486,23571,5085
11,2504,2079,7117,5038
12,5347,90,5073,4983
13,2376,52,4138,4086
14,2313,1206,4925,3719
15,4938,1675,4892,3217
16,2354,4015,6807,2792
17,2201,952,3231,2279
18,6176,879,3054,2175
19,6147,2847,4828,1981
20,2881,6448,8414,1966
21,2547,1412,3227,1815
22,2548,1403,3040,1637
23,1216,2931,4546,1615
24,3017,124,1717,1593
25,6153,655,2228,1573
26,2204,1166,2605,1439
27,2408,834,2191,1357
28,2892,7544,8861,1317
29,2903,998,2235,1237
30,1402,9173,10364,1191
