1,5346,2860,0,2860
2,2409,3935,1140,2795
3,2330,4612,2032,2580
4,2002,2533,0,2533
5,2303,2313,0,2313
6,3189,2286,0,2286
7,2891,2242,39,2203
8,2408,2179,0,2179
9,2883,2170,0,2170
10,2886,1978,0,1978
11,9904,1926,0,1926
12,2317,1830,254,1576
13,2882,1602,34,1568
14,2885,1518,0,1518
15,2412,1426,0,1426
16,2890,1412,0,1412
17,2881,1303,0,1303
18,2384,1817,515,1302
19,2888,1299,0,1299
20,2324,1259,0,1259
21,2892,1258,0,1258
22,6116,1258,0,1258
23,1303,1192,0,1192
24,1504,1125,0,1125
25,2887,1051,0,1051
26,2382,1475,480,995
