1,1303,6429,685,5744
2,2801,11535,6298,5237
3,6505,4595,260,4335
4,2883,5113,2968,2145
5,2882,4591,2455,2136
6,5346,10797,8889,1908
7,2002,3446,1848,1598
8,2441,1749,421,1328
9,2890,4613,3306,1307
10,2369,2669,1417,1252
11,2376,1834,715,1119
12,2396,1106,15,1091
13,2892,3638,2565,1073
14,1710,4342,3272,1070
15,2887,3205,2208,997
16,1605,5328,4422,906
17,2384,20478,19612,866
18,3014,1389,533,856
19,2546,1113,264,849
20,1905,3675,2877,798
21,2809,1366,607,759
22,5512,3186,2488,698
23,3051,912,227,685
24,5009,1851,1197,654
25,2349,3944,3296,648
26,2454,1810,1205,605
27,9949,2021,1436,585
28,2614,2020,1442,578
29,2206,2723,2151,572
30,2022,1390,829,561
