1,2885,18331,1934,16397
2,1301,10706,10,10696
3,1326,8757,0,8757
4,2317,5731,424,5307
5,1402,5378,229,5149
6,1802,1840,0,1840
7,2311,1784,0,1784
8,2382,1734,0,1734
9,6008,3953,2547,1406
10,4938,1064,0,1064
11,2883,895,0,895
12,1710,773,100,673
13,2892,1061,416,645
14,2385,590,0,590
15,2498,477,2,475
16,2392,450,0,450
17,3037,401,0,401
18,3481,400,0,400
19,9103,400,0,400
20,2357,351,5,346
21,3045,286,0,286
22,2889,277,0,277
23,2610,250,0,250
24,2103,240,0,240
25,1504,226,2,224
26,3189,215,0,215
27,2349,204,2,202
28,3231,200,0,200
29,2515,194,0,194
30,3034,178,3,175
