1,1504,3087,2226,861
2,2383,1017,229,788
3,1907,2496,1711,785
4,4530,745,1,744
5,1402,1808,1085,723
6,6012,825,108,717
7,2501,3250,2534,716
8,1605,2936,2232,704
9,1710,2816,2152,664
10,2883,2030,1370,660
11,2371,5638,5067,571
12,1457,1502,978,524
13,4306,1501,991,510
14,2352,1748,1268,480
15,2812,831,356,475
16,2312,1527,1056,471
17,3324,496,50,446
18,1103,527,85,442
19,2206,1964,1542,422
20,2311,2430,2008,422
21,1102,631,222,409
22,2801,4129,3732,397
23,1905,1065,683,382
24,1314,1818,1459,359
25,4722,604,267,337
26,9116,1172,851,321
27,2903,2448,2152,296
28,1452,741,447,294
29,2444,536,247,289
30,3702,747,459,288
