1,2883,2890,910,1980
2,2371,4557,2600,1957
3,2002,1641,351,1290
4,1409,5332,4236,1096
5,6505,1046,79,967
6,2409,2327,1415,912
7,1905,2327,1426,901
8,1605,1840,949,891
9,2618,3088,2409,679
10,2376,928,255,673
11,2801,1305,656,649
12,2888,1227,604,623
13,2610,3399,2810,589
14,1101,747,176,571
15,2882,884,322,562
16,2384,6654,6116,538
17,5512,665,146,519
18,1613,504,23,481
19,2345,1345,876,469
20,2890,1147,691,456
21,1201,620,167,453
22,2201,2456,2029,427
23,1414,855,439,416
24,6122,446,36,410
25,2396,350,10,340
26,5506,435,95,340
27,2892,617,291,326
28,8069,843,540,303
29,1710,2625,2325,300
30,2022,660,370,290
