2610.TW,華航,24.15,-0.70,-2.82%,-35064
2609.TW,陽明,22.80,1.10,+5.07%,-19788
9911.TW,櫻花,24.50,-0.35,-1.41%,-15309
2891.TW,中信金,19.45,-0.45,-2.26%,-14852
2801.TW,彰銀,20.35,-0.35,-1.69%,-14355
3037.TW,欣興,47.90,-0.65,-1.34%,-13455
2823.TW,中壽,24.80,-0.05,-0.20%,-12743
2002.TW,中鋼,30.95,-0.30,-0.96%,-11708
2384.TW,勝華,52.10,-0.20,-0.38%,-11565
2201.TW,裕隆,60.50,-1.10,-1.79%,-11111
2888.TW,新光金,11.15,-0.15,-1.33%,-10348
2014.TW,中鴻,13.40,-0.10,-0.74%,-10091
6153.TW,嘉聯益,37.30,-2.30,-5.81%,-9960
3049.TW,和鑫,23.50,-0.15,-0.63%,-9670
1319.TW,東陽,50.00,0.00,0.00%,-8705
2312.TW,金寶,10.60,-0.15,-1.40%,-8575
2601.TW,益航,61.90,-1.00,-1.59%,-7805
2105.TW,正新,71.40,-0.40,-0.56%,-7437
1201.TW,味全,34.85,-0.65,-1.83%,-7061
2031.TW,新光鋼,28.50,-0.50,-1.72%,-6994
3702.TW,大聯大,58.10,-0.60,-1.02%,-6402
2481.TW,強茂,37.45,0.05,+0.13%,-6207
6120.TW,輔祥,30.90,0.15,+0.49%,-6136
2547.TW,日勝生,41.10,-0.70,-1.67%,-6043
2022.TW,聚亨,8.00,0.25,+3.23%,-5757
2511.TW,太子,22.50,-0.30,-1.32%,-5724
2903.TW,遠百,38.70,-0.45,-1.15%,-5676
2204.TW,中華,24.95,-0.60,-2.35%,-5624
2915.TW,潤泰全,87.80,0.10,+0.11%,-5210
6005.TW,群益證,13.85,-0.15,-1.07%,-5013
2845.TW,遠東銀,13.70,-0.10,-0.72%,-4755
6285.TW,啟碁,66.50,-1.60,-2.35%,-4432
2892.TW,第一金,20.15,-0.40,-1.95%,-3879
3017.TW,奇鋐,33.00,-0.20,-0.60%,-3848
2206.TW,三陽,16.65,-0.15,-0.89%,-3749
2352.TW,佳世達,21.55,-0.45,-2.05%,-3618
9945.TW,潤泰新,51.30,1.10,+2.19%,-3456
2890.TW,永豐金,11.50,-0.05,-0.43%,-3148
6269.TW,台郡,46.95,-2.65,-5.34%,-3067
2347.TW,聯強,75.50,0.90,+1.21%,-3041
2485.TW,兆赫,50.10,-0.60,-1.18%,-2877
1216.TW,統一,38.85,-0.80,-2.02%,-2759
6168.TW,宏齊,37.10,-0.55,-1.46%,-2642
2006.TW,東鋼,28.75,-0.25,-0.86%,-2600
2881.TW,富邦金,37.70,-0.30,-0.79%,-2595
1451.TW,年興,23.10,-0.30,-1.28%,-2542
2882.TW,國泰金,47.00,-0.40,-0.84%,-2503
2108.TW,南帝,21.70,-0.10,-0.46%,-2496
5534.TW,長虹,74.40,-0.80,-1.06%,-2457
3534.TW,雷凌,115.50,0.50,+0.43%,-2407
