1301.TW,臺塑,91.40,1.40,+1.56%,138114
2891.TW,中信金,123209,14905,19.45,-0.45
2891.TW.TW,中信金,-2.26%,209592,195588,14004
2603.TW,長榮,25.45,0.70,+2.83%,87224
2324.TW,仁寶,75210,12014,38.50,0.05
2324.TW.TW,仁寶,+0.13%,101620,90039,11581
2382.TW,廣達,55.00,-0.20,-0.36%,104534
2330.TW,台積電,93347,11187,62.00,-0.30
2330.TW.TW,台積電,-0.48%,196931,188257,8674
1440.TW,南紡,20.15,-1.10,-5.18%,98856
2311.TW,日月光,90898,7958,26.00,0.00
2311.TW.TW,日月光,0.00%,125184,117517,7667
1326.TW,臺化,88.70,-0.10,-0.11%,86520
1314.TW,中石化,79266,7254,26.70,-0.05
1314.TW.TW,中石化,-0.19%,86439,80658,5781
911610.TW,聯環,20.35,1.30,+6.82%,18724
3045.TW,台灣大,13309,5415,67.80,0.50
3045.TW.TW,台灣大,+0.74%,36287,30975,5312
1303.TW,南亞,70.00,0.00,0.00%,67339
2504.TW,國產,62285,5054,16.35,0.00
2504.TW.TW,國產,0.00%,46439,41389,5050
9904.TW,寶成,28.80,-0.25,-0.86%,46380
2353.TW,宏碁,41373,5007,87.00,-0.70
2353.TW.TW,宏碁,-0.80%,94483,89518,4965
2014.TW,中鴻,13.40,-0.10,-0.74%,34286
1312.TW,國喬,29830,4456,17.95,0.05
1312.TW.TW,國喬,+0.28%,83810,79382,4428
2838.TW,聯邦銀,8.89,-0.01,-0.11%,7089
2854.TW,寶來證,2816,4273,16.30,-0.05
2854.TW.TW,寶來證,-0.31%,59681,55434,4247
1902.TW,臺紙,19.50,-0.55,-2.74%,48087
3231.TW,緯創,43872,4215,62.30,2.20
3231.TW.TW,緯創,+3.66%,68283,64080,4203
1907.TW,永豐餘,15.35,-0.40,-2.54%,40388
1102.TW,亞泥,36274,4114,31.90,-0.35
1102.TW.TW,亞泥,-1.09%,31408,27327,4081
6116.TW,彩晶,6.10,-0.05,-0.81%,60377
1313.TW,聯成,56568,3809,23.40,-0.80
1313.TW.TW,聯成,-3.31%,61920,58314,3606
2347.TW,聯強,75.50,0.90,+1.21%,32907
1704.TW,榮化,29377,3530,64.00,-0.80
1704.TW.TW,榮化,-1.23%,32180,28663,3517
3519.TW,綠能,88.00,-2.30,-2.55%,24103
3481.TW,奇美電,20727,3376,41.95,0.15
3481.TW.TW,奇美電,+0.36%,67075,63996,3079
2474.TW,可成,83.00,0.90,+1.10%,38736
1459.TW,聯發,35868,2868,16.45,0.00
1459.TW.TW,聯發,0.00%,19270,16913,2357
2448.TW,晶電,97.40,-1.20,-1.22%,38920
1229.TW,聯華,36580,2340,23.40,-0.45
1229.TW.TW,聯華,-1.89%,45645,43343,2302
4904.TW,遠傳,44.40,0.05,+0.11%,22066
1304.TW,臺聚,19830,2236,26.90,-0.65
1304.TW.TW,臺聚,-2.36%,40813,38647,2166
1909.TW,榮成,13.10,-0.30,-2.24%,42449
1802.TW,台玻,40363,2086,37.25,-0.85
1802.TW.TW,台玻,-2.23%,26041,24059,1982
1513.TW,中興電,18.65,0.45,+2.47%,8476
2329.TW,華泰,6548,1928,7.80,-0.11
2329.TW.TW,華泰,-1.39%,7299,5427,1872
1402.TW,遠東新,46.60,-0.30,-0.64%,110244
2884.TW,玉山金,108400,1844,15.90,-0.10
2884.TW.TW,玉山金,-0.63%,44136,42354,1782
1737.TW,臺鹽,25.20,0.05,+0.20%,8642
2345.TW,智邦,7059,1583,23.00,0.05
2345.TW.TW,智邦,+0.22%,35222,33834,1388
9939.TW,宏全,60.60,-0.90,-1.46%,8608
3034.TW,聯詠,7272,1336,91.00,0.40
3034.TW.TW,聯詠,+0.44%,18025,16716,1309
2357.TW,華碩,240.00,1.00,+0.42%,17367
2485.TW,兆赫,16112,1255,50.10,-0.60
2485.TW.TW,兆赫,-1.18%,7937,6685,1252
3576.TW,新日光,74.00,-1.10,-1.46%,17175
2349.TW,錸德,15947,1228,8.51,-0.09
2349.TW.TW,錸德,-1.05%,24955,23734,1221
