1,1504,3735,6837,3102
2,2603,5763,8217,2454
3,2889,688,3092,2404
4,1201,761,2834,2073
5,2609,11280,13292,2012
6,2313,1168,2955,1787
7,1314,2309,3966,1657
8,2002,2272,3859,1587
9,1301,247,1691,1444
10,1102,277,1649,1372
11,1605,2334,3693,1359
12,2330,331,1668,1337
13,5346,1800,2862,1062
14,1715,1074,2097,1023
15,2915,128,1084,956
16,2547,1617,2549,932
17,2504,2484,3387,903
18,2311,2482,3377,895
19,5820,280,1175,895
20,9105,1250,2123,873
21,1902,2204,3043,839
22,2382,684,1517,833
23,1103,755,1533,778
24,1312,5315,6075,760
25,1714,1196,1852,656
26,2324,1788,2438,650
27,2204,1779,2420,641
28,6116,536,1166,630
29,6257,799,1418,619
30,2457,651,1235,584
