1,1710,2753,6470,3717
2,2504,2271,4934,2663
3,2886,82,2548,2466
4,1201,155,1864,1709
5,9911,76,1541,1465
6,2330,657,2084,1427
7,2317,320,1469,1149
8,1326,280,1414,1134
9,1303,34,1136,1102
10,2105,248,1304,1056
11,9116,731,1762,1031
12,1319,195,1216,1021
13,2845,51,992,941
14,1402,985,1852,867
15,9116,28,883,855
16,2337,773,1584,811
17,2101,86,894,808
18,2511,490,1278,788
19,2311,997,1769,772
20,5854,149,881,732
21,2449,141,816,675
22,3231,835,1477,642
23,2911,63,690,627
24,1301,233,840,607
25,5388,139,743,604
26,2201,1549,2104,555
27,1447,561,1054,493
28,5530,98,545,447
29,2903,325,761,436
30,4401,5,415,410
