1,2891,3407,11584,8177
2,2834,8448,13140,4692
3,2610,24882,29463,4581
4,2311,3094,6744,3650
5,2903,3770,6989,3219
6,1409,36655,39837,3182
7,2823,2849,5542,2693
8,1326,2600,5179,2579
9,1301,2198,4757,2559
10,2105,5665,8017,2352
11,1815,4445,6768,2323
12,2888,6221,8340,2119
13,2481,6051,8133,2082
14,2324,1307,3388,2081
15,9105,1794,3848,2054
16,1457,5522,7528,2006
17,5854,1905,3800,1895
18,2201,15859,17627,1768
19,1227,1063,2799,1736
20,2347,680,2401,1721
21,6603,366,2075,1709
22,9105,1796,3503,1707
23,2520,1946,3618,1672
24,2458,3473,5104,1631
25,9116,10120,11709,1589
26,2408,1385,2947,1562
27,2384,32286,33760,1474
28,3306,471,1886,1415
29,6257,2812,4219,1407
30,9911,2679,4085,1406
