1,2382,30775,169,30606
2,2330,26922,6489,20433
3,4904,6642,316,6326
4,2885,6269,1064,5205
5,2409,7219,2148,5071
6,1455,4978,0,4978
7,3481,6693,2087,4606
8,2353,5798,1694,4104
9,2891,5546,1926,3620
10,2103,4199,795,3404
11,1301,3678,294,3384
12,2838,3208,0,3208
13,8069,3690,639,3051
14,2841,3000,0,3000
15,8046,2916,14,2902
16,3034,2913,413,2500
17,3010,2300,0,2300
18,6116,2482,286,2196
19,2474,2530,435,2095
20,2892,2516,431,2085
21,2412,5623,3600,2023
22,2887,2174,272,1902
23,2801,2123,244,1879
24,1101,1830,209,1621
25,3059,1600,0,1600
26,6278,1577,0,1577
27,2847,1510,0,1510
28,3189,1973,550,1423
29,6223,1380,0,1380
30,2908,1261,0,1261
