1,1605,0,10638,10638
2,2454,323,2929,2606
3,1451,0,1960,1960
4,2801,0,1762,1762
5,2891,187,1823,1636
6,2473,0,1500,1500
7,2371,0,1376,1376
8,3231,453,1751,1298
9,2885,146,1428,1282
10,1216,795,2062,1267
11,2603,0,1260,1260
12,2498,146,1075,929
13,6147,0,833,833
14,2704,0,724,724
15,1101,0,700,700
16,2409,38,700,662
17,4906,0,579,579
18,5522,0,542,542
19,5425,0,500,500
20,9939,0,432,432
21,3311,0,399,399
22,5854,0,398,398
23,1722,37,434,397
24,2457,0,391,391
25,2915,0,384,384
26,2201,0,373,373
27,3044,0,366,366
28,2105,21,382,361
29,2601,0,343,343
30,3211,0,325,325
