2002.TW,中鋼,30.95,-0.30,-0.96%,-23673
2409.TW,友達,30.75,0.00,0.00%,-15359
3037.TW,欣興,47.90,-0.65,-1.34%,-14751
2801.TW,彰銀,20.35,-0.35,-1.69%,-11011
1605.TW,華新,18.75,-0.15,-0.79%,-10101
2882.TW,國泰金,47.00,-0.40,-0.84%,-10065
2888.TW,新光金,11.15,-0.15,-1.33%,-8971
3702.TW,大聯大,58.10,-0.60,-1.02%,-7458
5854.TW,合庫,22.05,-0.35,-1.56%,-7200
2371.TW,大同,7.31,-0.03,-0.41%,-7075
1409.TW,新纖,16.00,-0.45,-2.74%,-6830
2823.TW,中壽,24.80,-0.05,-0.20%,-6541
2881.TW,富邦金,37.70,-0.30,-0.79%,-6541
1216.TW,統一,38.85,-0.80,-2.02%,-6539
2834.TW,台企銀,10.30,-0.10,-0.96%,-6400
3049.TW,和鑫,23.50,-0.15,-0.63%,-6136
2820.TW,華票,9.07,0.01,+0.11%,-5834
3474.TW,華亞科,14.90,0.00,0.00%,-5788
1905.TW,華紙,17.15,-0.50,-2.83%,-5347
2384.TW,勝華,52.10,-0.20,-0.38%,-5346
2887.TW,台新金,13.50,-0.20,-1.46%,-5048
2303.TW,聯電,13.80,-0.05,-0.36%,-4410
2511.TW,太子,22.50,-0.30,-1.32%,-3967
2880.TW,華南金,19.90,-0.25,-1.24%,-3914
2385.TW,群光,71.00,1.10,+1.57%,-3605
2344.TW,華邦電,7.85,-0.12,-1.51%,-3591
2022.TW,聚亨,8.00,0.25,+3.23%,-3582
1710.TW,東聯,32.85,-1.20,-3.52%,-3170
1201.TW,味全,34.85,-0.65,-1.83%,-3154
2337.TW,旺宏,19.20,-0.05,-0.26%,-3142
2201.TW,裕隆,60.50,-1.10,-1.79%,-3071
6012.TW,金鼎證,12.15,-0.10,-0.82%,-3016
1218.TW,泰山,19.00,0.00,0.00%,-3006
2610.TW,華航,24.15,-0.70,-2.82%,-2995
2883.TW,開發金,9.13,0.00,0.00%,-2953
2903.TW,遠百,38.70,-0.45,-1.15%,-2866
2315.TW,神達,13.70,-0.10,-0.72%,-2468
2352.TW,佳世達,21.55,-0.45,-2.05%,-2419
1504.TW,東元,19.40,-0.40,-2.02%,-2344
910579.TW,歐聖,11.70,-0.10,-0.85%,-2343
1457.TW,宜進,12.40,-0.35,-2.75%,-2339
2454.TW,聯發科,383.00,-10.00,-2.54%,-2312
2325.TW,矽品,32.40,-1.10,-3.28%,-2260
1451.TW,年興,23.10,-0.30,-1.28%,-2248
9907.TW,統一實,16.15,-0.10,-0.62%,-2172
1904.TW,正隆,13.95,-0.25,-1.76%,-2049
2892.TW,第一金,20.15,-0.40,-1.95%,-2039
2609.TW,陽明,22.80,1.10,+5.07%,-1933
2376.TW,技嘉,29.35,-0.15,-0.51%,-1887
2885.TW,元大金,19.05,-0.10,-0.52%,-1878
