1,2409,813,2596,1783
2,9928,429,1360,931
3,2890,207,962,755
4,2913,3566,4229,663
5,3481,596,1250,654
6,4207,355,991,636
7,1905,913,1522,609
8,1455,282,887,605
9,1717,79,558,479
10,1444,364,838,474
11,3189,55,516,461
12,1457,129,580,451
13,9904,62,505,443
14,2607,962,1392,430
15,9103,73,502,429
16,2385,208,609,401
17,1312,1802,2202,400
18,2105,86,474,388
19,2618,1784,2133,349
20,3019,333,662,329
21,2049,89,380,291
22,2412,90,374,284
23,2354,53,322,269
24,8941,64,303,239
25,9945,51,283,232
26,2888,405,631,226
27,1301,365,588,223
28,2324,67,287,220
29,1218,933,1142,209
30,3043,220,429,209
